Product Name,Color,Size,SKU,Barcode,Category,Type,Brand,piece/s per box/s,Minimum,Quantity,No. of box/s,Pending Qty In,Pending Qty Out,Actual Qty,Actual No. of box/s,LxWxH,Cargo Cost,Total Cargo,Cost,Retail,Wholesale,Markup
RW-105 REMAX WIRED EARPHONE,Black,N/A,RW-105-BLACK,N/A,Audio,In-Ear Earphones,Remax,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?36.00,?70.00,?50.00,94.00%
RW-105 REMAX WIRED EARPHONE,White,N/A,RW-105-WHITE,N/A,Audio,In-Ear Earphones,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?36.00,?70.00,?50.00,94.00%
RW-106 REMAX WIRED EARPHONE,Black,N/A,RW-106-WIRED-EARPHONE-BLACK,N/A,Audio,In-Ear Earphones,Remax,1,0,173.00 pcs,173.00 box/s,0,0,173.00 pcs,173.00 box/s,0.00x0.00x0.00,0,?0.00,?36.00,?70.00,?50.00,94.00%
RW-106 REMAX WIRED EARPHONE,White,N/A,RW-106-WIRED-EARPHONE-WHITE,N/A,Audio,In-Ear Earphones,Remax,1,0,73.00 pcs,73.00 box/s,0,0,73.00 pcs,73.00 box/s,0.00x0.00x0.00,0,?0.00,?36.00,?70.00,?50.00,94.00%
RING LIGHT,Black,N/A,GH-RING-LIGHT,N/A,None,N/A,None,1,0,287.00 pcs,287.00 box/s,0,0,287.00 pcs,287.00 box/s,0.00x0.00x0.00,0,?0.00,?712.00,?999.00,?990.00,40.00%
STUDIO SET,Black,N/A,GH-STUDIO-SET,N/A,N/A,N/A,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?4,595.00","?5,999.00","?5,990.00",31.00%
Airpods Pro Silicone Case w/clip,Black,N/A,AIRPODS-PRO-SILICONE-CLIP-BLK,N/A,None,N/A,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,White,N/A,AIRPODS-PRO-SILICONE-CLIP-WHITE,N/A,None,N/A,None,1,0,41.00 pcs,41.00 box/s,0,0,41.00 pcs,41.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Red,N/A,AIRPODS-PRO-SILICONE-CLIP-RED,N/A,None,N/A,None,1,0,39.00 pcs,39.00 box/s,0,0,39.00 pcs,39.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Dark Blue,N/A,AIRPODS-PRO-SILICONE-CLIP-D.BLUE,N/A,None,N/A,None,1,0,25.00 pcs,25.00 box/s,0,0,25.00 pcs,25.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Blue,N/A,AIRPODS-PRO-SILICONE-CLIP-BLUE,N/A,None,N/A,None,1,0,49.00 pcs,49.00 box/s,0,0,49.00 pcs,49.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Gray,N/A,AIRPODS-PRO-SILICONE-CLIP-GRAY,N/A,None,N/A,None,1,0,98.00 pcs,98.00 box/s,0,0,98.00 pcs,98.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Pink,N/A,AIRPODS-PRO-SILICONE-CLIP-PINK,N/A,None,N/A,None,1,0,30.00 pcs,30.00 box/s,0,0,30.00 pcs,30.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Orange,N/A,AIRPODS-PRO-SILICONE-CLIP-ORANGE,N/A,None,N/A,None,1,0,65.00 pcs,65.00 box/s,0,0,65.00 pcs,65.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,MInt Green,N/A,AIRPODS-PRO-SILICONE-CLIP-M.GREEN,N/A,None,N/A,None,1,0,52.00 pcs,52.00 box/s,0,0,52.00 pcs,52.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Lavender,N/A,AIRPODS-PRO-SILICONE-CLIP-LAVENDER,N/A,None,N/A,None,1,0,60.00 pcs,60.00 box/s,0,0,60.00 pcs,60.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Airpods Pro Silicone Case w/clip,Avocado Green,N/A,AIRPODS-PRO-SILICONE-CLIP-AVOCADO,N/A,None,N/A,None,1,0,9.00 pcs,9.00 box/s,0,0,9.00 pcs,9.00 box/s,0.00x0.00x0.00,0,?0.00,?29.00,?135.00,?100.00,366.00%
Viomi  Electric Kettle and Thermos for Travel YM K0401,Black,N/A,GH-VIOMI-ELECTRICCUP,N/A,Appliances,Mini Appliances,Xiaomi,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?836.00,"?1,500.00","?1,200.00",79.00%
Honor Band 5 Silicone Strap,Black,N/A,HB5-SILICONE-STRAP-BLACK,N/A,Wearables,Smart Watch,None,1,0,418.00 pcs,418.00 box/s,0,0,418.00 pcs,418.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,White,N/A,HB5-SILICONE-STRAP-WHITE,N/A,Wearables,Smart Watch,None,1,0,"2,593.00 pcs","2,593.00 box/s",0,0,"2,593.00 pcs","2,593.00 box/s",0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Sky Blue,N/A,HB5-SILICONE-STRAP-SKYBLUE,N/A,Wearables,Smart Watch,None,1,0,"2,662.00 pcs","2,662.00 box/s",0,0,"2,662.00 pcs","2,662.00 box/s",0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Dark Blue,N/A,HB5-SILICONE-STRAP-DARKBLUE,N/A,Wearables,Smart Watch,None,1,0,121.00 pcs,121.00 box/s,0,0,121.00 pcs,121.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Gray,N/A,HB5-SILICONE-STRAP-GRAY,N/A,Wearables,Smart Watch,None,1,0,254.00 pcs,254.00 box/s,0,0,254.00 pcs,254.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Pink,N/A,HB5-SILICONE-STRAP-PINK,N/A,Wearables,Smart Watch,None,1,0,227.00 pcs,227.00 box/s,0,0,227.00 pcs,227.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,MInt Green,N/A,HB5-SILICONE-STRAP-MINTGREEN,N/A,Wearables,Smart Watch,None,1,0,280.00 pcs,280.00 box/s,0,0,280.00 pcs,280.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Lavender,N/A,HB5-SILICONE-STRAP-LAVENDER,N/A,Wearables,Smart Watch,None,1,0,263.00 pcs,263.00 box/s,0,0,263.00 pcs,263.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Midnight Blue,N/A,HB5-SILICONE-STRAP-MIDNIGHTNAVY,N/A,Wearables,Smart Watch,None,1,0,336.00 pcs,336.00 box/s,0,0,336.00 pcs,336.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Emerald Green,N/A,HB5-SILICONE-STRAP-EMERALDGREEN,N/A,Wearables,Smart Watch,None,1,0,236.00 pcs,236.00 box/s,0,0,236.00 pcs,236.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
Honor Band 5 Silicone Strap,Peach Pink,N/A,HB5-SILICONE-STRAP-PEACHPINK,N/A,Wearables,Smart Watch,None,1,0,365.00 pcs,365.00 box/s,0,0,365.00 pcs,365.00 box/s,0.00x0.00x0.00,0,?0.00,?24.00,?60.00,?40.00,150.00%
XIAOMI 10K POWERBANK V3,Black,N/A,XIAOMI-10K-PB-V3,N/A,Electronic Device,Power Bank,Xiaomi,1,0,103.00 pcs,103.00 box/s,0,0,103.00 pcs,103.00 box/s,0.00x0.00x0.00,0,?0.00,?510.00,?700.00,?650.00,37.00%
XIAOMI SCALE V2,White,N/A,XIAOMI-SCALE-V2,N/A,Electronic Device,N/A,Xiaomi,1,0,0.00 pcs,0.00 box/s,200,0,200.00 pcs,200.00 box/s,0.00x0.00x0.00,0,?0.00,?934.00,"?1,500.00","?1,200.00",61.00%
KZ S1D,Black,N/A,KZ-S1D-BLACK,N/A,Audio,In-Ear Earphones,KZ,1,0,119.00 pcs,119.00 box/s,0,0,119.00 pcs,119.00 box/s,0.00x0.00x0.00,0,?0.00,?714.00,"?1,250.00",?950.00,75.00%
KZ S1D,White,N/A,KZ-S1D-WHITE,N/A,Audio,In-Ear Earphones,KZ,1,0,93.00 pcs,93.00 box/s,0,0,93.00 pcs,93.00 box/s,0.00x0.00x0.00,0,?0.00,?714.00,"?1,250.00",?950.00,75.00%
KZ S1,Green,N/A,KZ-S1-GREEN,N/A,Audio,In-Ear Earphones,KZ,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?851.00,"?1,500.00","?1,250.00",76.00%
KZ S1,Gray,N/A,KZ-S1-GRAY,N/A,Audio,In-Ear Earphones,KZ,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?851.00,"?1,500.00","?1,250.00",76.00%
E12 Ultra Cosmos,Aurora Green,N/A,E12-ULTRA-COSMOS-AURORA,N/A,Audio,Airbuds,Sabbat,1,0,39.00 pcs,39.00 box/s,0,0,39.00 pcs,39.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,052.00","?2,550.00","?2,250.00",24.00%
E12 Ultra Cosmos,Galaxy Blue,N/A,E12-ULTRA-COSMOS-GALAXY,N/A,Audio,Airbuds,Sabbat,1,0,60.00 pcs,60.00 box/s,0,0,60.00 pcs,60.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,052.00","?2,550.00","?2,250.00",24.00%
E12 Ultra Cosmos,Glitter Dark,N/A,E12-ULTRA-COSMOS-GLITTER,N/A,Audio,Airbuds,Sabbat,1,0,84.00 pcs,84.00 box/s,0,0,84.00 pcs,84.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,052.00","?2,550.00","?2,250.00",24.00%
E12 Ultra Cosmos,Neon Red,N/A,E12-ULTRA-COSMOS-NEON-RED,N/A,Audio,Airbuds,Sabbat,1,0,74.00 pcs,74.00 box/s,0,0,74.00 pcs,74.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,052.00","?2,550.00","?2,250.00",24.00%
E12 Snow Series,Snow White,N/A,E12-SNOW-SERIES-SNOW-WHITE,N/A,Audio,Airbuds,Sabbat,1,0,255.00 pcs,255.00 box/s,0,0,255.00 pcs,255.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,909.00","?2,250.00","?2,200.00",18.00%
X12 Snow Series,Snow White,N/A,X12-SNOW-SERIES-SNOW-WHITE,N/A,Audio,Airbuds,Sabbat,1,0,441.00 pcs,441.00 box/s,0,0,441.00 pcs,441.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,522.00","?1,800.00","?1,700.00",18.00%
Honor Fly Pods Lite,Black,N/A,HONOR-FLY-PODS-LITE-BLACK,N/A,Audio,Airbuds,Honor,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,013.00","?2,399.00","?2,350.00",19.00%
Honor Fly Pods Lite,White,N/A,HONOR-FLY-PODS-LITE-WHITE,N/A,Audio,Airbuds,Honor,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?2,013.00","?2,399.00","?2,350.00",19.00%
Haylou GT1 Pro,Black,N/A,HAYLOU-GT1-PRO-BLACK,N/A,Audio,Airbuds,Haylou,1,0,146.00 pcs,146.00 box/s,0,0,146.00 pcs,146.00 box/s,0.00x0.00x0.00,0,?0.00,?576.00,?970.00,?900.00,68.00%
G25,Black,N/A,PLEXTONE-G25-BLACK,N/A,Audio,In-Ear Earphones,Plextone,1,0,255.00 pcs,255.00 box/s,0,1,254.00 pcs,254.00 box/s,0.00x0.00x0.00,0,?0.00,?272.00,?2.00,?1.50,-99.00%
G25,Red,N/A,PLEXTONE-G25-RED,N/A,Audio,In-Ear Earphones,Plextone,1,0,181.00 pcs,181.00 box/s,0,0,181.00 pcs,181.00 box/s,0.00x0.00x0.00,0,?0.00,?272.00,?2.00,?1.50,-99.00%
G25,Green,N/A,PLEXTONE-G25-GREEN,N/A,Audio,In-Ear Earphones,Plextone,1,0,190.00 pcs,190.00 box/s,0,0,190.00 pcs,190.00 box/s,0.00x0.00x0.00,0,?0.00,?272.00,?2.00,?1.50,-99.00%
PLEXTONE G20 TYPE-C,Black,N/A,PLEXTONE-G20-TYPE-C-BLACK,N/A,Audio,In-Ear Earphones,Plextone,1,0,191.00 pcs,191.00 box/s,0,0,191.00 pcs,191.00 box/s,0.00x0.00x0.00,0,?0.00,?238.00,?359.00,?300.00,51.00%
PLEXTONE G20 TYPE-C,Red,N/A,PLEXTONE-G20-TYPE-C-RED,N/A,Audio,In-Ear Earphones,Plextone,1,0,96.00 pcs,96.00 box/s,0,0,96.00 pcs,96.00 box/s,0.00x0.00x0.00,0,?0.00,?238.00,?359.00,?300.00,51.00%
PLEXTONE G20 TYPE-C,Green,N/A,PLEXTONE-G20-TYPE-C-GREEN,N/A,Audio,In-Ear Earphones,Plextone,1,0,113.00 pcs,113.00 box/s,0,0,113.00 pcs,113.00 box/s,0.00x0.00x0.00,0,?0.00,?238.00,?359.00,?300.00,51.00%
PLEXTONE G800,Black,N/A,PLEXTONE-G800-BLACK,N/A,Audio,In-Ear Earphones,Plextone,1,0,20.00 pcs,20.00 box/s,600,0,620.00 pcs,620.00 box/s,0.00x0.00x0.00,0,?0.00,?359.00,?599.00,?550.00,67.00%
PLEXTONE G800,Gray,N/A,PLEXTONE-G800-GRAY,N/A,Audio,In-Ear Earphones,Plextone,1,0,18.00 pcs,18.00 box/s,300,0,318.00 pcs,318.00 box/s,0.00x0.00x0.00,0,?0.00,?359.00,?599.00,?550.00,67.00%
E12 Charging Box,Black,N/A,E12-CHARGING-BOX,N/A,None,N/A,Sabbat,1,0,91.00 pcs,91.00 box/s,0,0,91.00 pcs,91.00 box/s,0.00x0.00x0.00,0,?0.00,?451.00,?600.00,?500.00,33.00%
X12 CHARGING BOX,Black,N/A,X12-CHARGING-BOX,zelong,None,N/A,Sabbat,1,0,95.00 pcs,95.00 box/s,0,0,95.00 pcs,95.00 box/s,0.00x0.00x0.00,0,?0.00,?248.00,?400.00,?200.00,61.00%
SABBAT POUCH,Black,N/A,SABBAT-POUCH,N/A,None,N/A,Sabbat,0,0,149.00 pcs,0.00 box/s,0,0,149.00 pcs,,0.00x0.00x0.00,0,?0.00,?13.00,?0.00,?0.00,-100.00%
REDMI CHARGING CABLE,Black,N/A,REDMI-CHARGING-CABLE,N/A,Phone,Phone Accessories,None,0,0,"7,849.00 pcs",0.00 box/s,0,7,"7,842.00 pcs",,0.00x0.00x0.00,0,?0.00,?3.00,?49.00,?60.00,"1,533.00%"
Car Clamp Holder Dual Clip for Sunglasses and Small Accessories,Gray,N/A,Car-Sun-Visor-Glasses-Ticket-Receipt-Gray,Ronnel,Appliances,Small Appliances,None,1,0,387.00 pcs,387.00 box/s,0,0,387.00 pcs,387.00 box/s,0.00x0.00x0.00,0,?0.00,?38.00,?49.00,?45.00,29.00%
Car Clamp Holder Dual Clip for Sunglasses and Small Accessories,Silver,N/A,Car-Sun-Visor-Glasses-Ticket-Receipt-Silver,N/A,Appliances,Small Appliances,None,1,0,295.00 pcs,295.00 box/s,0,0,295.00 pcs,295.00 box/s,0.00x0.00x0.00,0,?0.00,?38.00,?49.00,?45.00,29.00%
Car Clamp Holder Dual Clip for Sunglasses and Small Accessories,Gold,N/A,Car-Sun-Visor-Glasses-Ticket-Receipt-Gold,N/A,Appliances,Small Appliances,None,1,0,203.00 pcs,203.00 box/s,0,0,203.00 pcs,203.00 box/s,0.00x0.00x0.00,0,?0.00,?38.00,?49.00,?45.00,29.00%
Car Clamp Holder Dual Clip for Sunglasses and Small Accessories,Pink,N/A,Car-Sun-Visor-Glasses-Ticket-Receipt-Pink,N/A,Appliances,Small Appliances,None,1,0,106.00 pcs,106.00 box/s,0,0,106.00 pcs,106.00 box/s,0.00x0.00x0.00,0,?0.00,?38.00,?49.00,?45.00,29.00%
Honor Umbrella,N/A,N/A,N/A,N/A,None,N/A,N/A,1,0,95.00 pcs,95.00 pcs,0,0,95.00 pcs,95.00 pcs,0.00x0.00x0.00,0,?0.00,?0.00,?0.00,?0.00,0.00%
Bluedio Hi TWS Earbuds,Black,N/A,Bluedio-Hi-TWS-Earbuds-Black,N/A,Audio,Airbuds,Bluedio,1,0,15.00 pcs,15.00 box/s,0,0,15.00 pcs,15.00 box/s,0.00x0.00x0.00,0,?0.00,?405.00,?480.00,?450.00,19.00%
Edon Foldable Fan  with LED Light E808 ,White,N/A,GH-EDON-E808-USBFAN-WHITE,N/A,Appliances,Mini Appliances,Edon,1,0,142.00 pcs,142.00 box/s,0,0,142.00 pcs,142.00 box/s,0.00x0.00x0.00,0,?0.00,?580.00,?601.00,?601.00,4.00%
Edon Foldable Fan  with LED Light E808 ,Gray,N/A,GH-EDON-E808-USBFAN-GREY,N/A,Appliances,Mini Appliances,Edon,1,0,141.00 pcs,141.00 box/s,0,1,140.00 pcs,140.00 box/s,0.00x0.00x0.00,0,?0.00,?580.00,?601.00,?601.00,4.00%
"RPP-142 REMAX HUNYO SERIES 4 USB POWER BANK 20,000 mAh",Black,N/A,RPP-142-REMAX-HUNYO-SERIES-4-USB-PB-20K-mAh-BLACK,N/A,Electronic Device,Power Bank,Remax,1,0,47.00 pcs,47.00 pcs,0,0,47.00 pcs,47.00 pcs,0.00x0.00x0.00,0,?0.00,?390.00,?259.00,?0.00,-34.00%
"RPP-142 REMAX HUNYO SERIES 4 USB POWER BANK 20,000 mAh",White,N/A,RPP-142-REMAX-HUNYO-SERIES-4-USB-PB-20K-mAh-WHITE,N/A,Electronic Device,Power Bank,Remax,1,0,75.00 pcs,75.00 pcs,0,0,75.00 pcs,75.00 pcs,0.00x0.00x0.00,0,?0.00,?390.00,?259.00,?0.00,-34.00%
ES-01 Noise Cancelling Earplug ,Red,N/A,ES-01-Noise-Cancelling-Earplug-Red,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?58.00,?99.00,?95.00,71.00%
ES-01 Noise Cancelling Earplug ,Sky Blue,N/A,ES-01-Noise-Cancelling-Earplug-Skyblue,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?58.00,?99.00,?95.00,71.00%
ES-01 Noise Cancelling Earplug ,Gray,N/A,ES-01-Noise-Cancelling-Earplug-Gray,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?58.00,?99.00,?95.00,71.00%
ES-01 Noise Cancelling Earplug ,Orange,N/A,ES-01-Noise-Cancelling-Earplug-Orange,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?58.00,?99.00,?95.00,71.00%
iMeBoBo Two Layers of Noise Cancelling Earplug,Black,N/A,iMeBoBo-Two-layes-Noise-Cancelling-Earplug-Black,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?113.00,?99.00,?95.00,-12.00%
iMeBoBo Two Layers of Noise Cancelling Earplug,Gray,N/A,iMeBoBo-Two-layes-Noise-Cancelling-Earplug-Gray,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?113.00,?99.00,?95.00,-12.00%
iMeBoBo Three layers Noise Cancelling Earplug,Black,N/A,iMeBoBo-Three-layers-Noise-Cancelling-Earplug-black,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?113.00,?99.00,?95.00,-12.00%
iMeBoBo Three layers Noise Cancelling Earplug,Gray,N/A,iMeBoBo-Three-layers-Noise-Cancelling-Earplug-gray,N/A,Audio,In-Ear Earphones,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?113.00,?99.00,?95.00,-12.00%
Haylou GT1/GT1 Plus Silicone Case with Hook,Black,N/A,Haylou-silicone-case-hook-Black,N/A,None,N/A,None,1,0,975.00 pcs,975.00 box/s,0,0,975.00 pcs,975.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?59.00,?55.00,168.00%
Haylou GT1/GT1 Plus Silicone Case with Hook,White,N/A,Haylou-silicone-case-hook-Whiite,N/A,None,N/A,None,1,0,194.00 pcs,194.00 box/s,0,0,194.00 pcs,194.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?59.00,?55.00,168.00%
Haylou GT1/GT1 Plus Silicone Case with Hook,Red,N/A,Haylou-silicone-case-hook-Red,N/A,None,N/A,None,1,0,486.00 pcs,486.00 box/s,0,0,486.00 pcs,486.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?59.00,?55.00,168.00%
Haylou GT1/GT1 Plus Silicone Case with Hook,Pink,N/A,Haylou-silicone-case-hook-Pink,N/A,None,N/A,None,1,0,280.00 pcs,280.00 box/s,0,0,280.00 pcs,280.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?59.00,?55.00,168.00%
Haylou GT1/GT1 Plus Silicone Case with Hook,Midnight Blue,N/A,Haylou-silicone-case-hook-MidnightBlue,N/A,None,N/A,None,1,0,482.00 pcs,482.00 box/s,0,0,482.00 pcs,482.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?59.00,?55.00,168.00%
Haylou GT1/GT1 Plus Silicone Case with Hook,Dark Green,N/A,Haylou-silicone-case-hook-DarkGreen,N/A,None,N/A,None,1,0,473.00 pcs,473.00 box/s,0,0,473.00 pcs,473.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?59.00,?55.00,168.00%
Mijobs Honor NFC Strap,Black,N/A,Mijobs-Honor-NFC-Strap-Black,N/A,Wearables,Smart Watch,Mijobs,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?219.00,?349.00,?340.00,59.00%
Mijobs Honor NFC Strap,Blue,N/A,Mijobs-Honor-NFC-Strap-Blue,N/A,Wearables,Smart Watch,Mijobs,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?240.00,?349.00,?340.00,45.00%
Mijobs Honor NFC Strap,Purple,N/A,Mijobs-Honor-NFC-Strap-Purple,N/A,Wearables,Smart Watch,Mijobs,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?240.00,?349.00,?340.00,45.00%
Mijobs Honor NFC Strap,Silver,N/A,Mijobs-Honor-NFC-Strap-Silver,N/A,Wearables,Smart Watch,Mijobs,1,0,38.00 pcs,38.00 box/s,0,0,38.00 pcs,38.00 box/s,0.00x0.00x0.00,0,?0.00,?198.00,?349.00,?340.00,76.00%
Mijobs Honor NFC Strap,Gold,N/A,Mijobs-Honor-NFC-Strap-Gold,N/A,Wearables,Smart Watch,Mijobs,1,0,5.00 pcs,5.00 box/s,0,0,5.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?240.00,?349.00,?340.00,45.00%
Mijobs Honor NFC Strap,Rose Gold,N/A,Mijobs-Honor-NFC-Strap-RoseGold,N/A,Wearables,Smart Watch,Mijobs,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?240.00,?349.00,?340.00,45.00%
Sabbat E12 Eartips,Black,N/A,Sabbat-E12-Eartips-Black,N/A,None,N/A,Sabbat,1,0,-5.00 pcs,-5.00 box/s,0,0,-5.00 pcs,-5.00 box/s,0.00x0.00x0.00,0,?0.00,?74.00,?2.00,?1.50,-97.00%
Sabbat E12 Eartips,Red,N/A,Sabbat-E12-Eartips-Red,N/A,None,N/A,Sabbat,1,0,9.00 pcs,9.00 box/s,0,0,9.00 pcs,9.00 box/s,0.00x0.00x0.00,0,?0.00,?74.00,?2.00,?1.50,-97.00%
Sabbat X12 Ear Hook,N/A,N/A,Sabbat-X12-Ear-Hook,N/A,Audio,In-Ear Earphones,Sabbat,1,0,-2.00 pcs,-2.00 box/s,0,0,-2.00 pcs,-2.00 box/s,0.00x0.00x0.00,0,?0.00,?10.00,?2.00,?1.50,-80.00%
Sabbat Cord Type-C,Black,N/A,Sabbat-Cord-Type-C-Black,N/A,Audio,In-Ear Earphones,Sabbat,1,0,15.00 pcs,15.00 box/s,0,0,15.00 pcs,15.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?2.00,?1.50,-91.00%
Sabbat Cord Type-C,White,N/A,Sabbat-Cord-Type-C-White,N/A,Audio,In-Ear Earphones,Sabbat,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?22.00,?2.00,?1.50,-91.00%
Funsnap Capture 2,Black,N/A,Funsnap-Capture-2-Black,N/A,None,N/A,FUNSNAP,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,966.00","?2,032.00","?2,000.00",3.00%
Funsap Capture 2 Stand,Black,N/A,Funsnap-Capture-2-SD-Black,N/A,None,N/A,FUNSNAP,1,0,57.00 pcs,57.00 box/s,0,0,57.00 pcs,57.00 box/s,0.00x0.00x0.00,0,?0.00,?85.00,?127.00,?140.00,49.00%
Funsnap Capture 2 Carrying Bag,N/A,N/A,Funsnap-Capture-2-Carrying-Bag,N/A,None,N/A,FUNSNAP,1,0,77.00 pcs,77.00 box/s,0,0,77.00 pcs,77.00 box/s,0.00x0.00x0.00,0,?0.00,?94.00,?189.00,?189.00,101.00%
Cellphone Stand w/ Card Slot  Ultra Thin Invisible Folding,Black,N/A,Cellphone-Stand-w/-Card-Holder-Ultra-Thin-Invisible-Folding-Design-Black,N/A,Pnone Accessories,N/A,None,1,0,17.00 pcs,17.00 box/s,0,0,17.00 pcs,17.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
